Vattentemperatur,E. coli,E. coli prefix,Intestinala enterokocker prefix,Intestinala enterokocker,Eu-bad,Län,Kommun,Badplats,Latitud,Longitud,Badplatstyp,Datum,Vädertyp,Kvalitet,Algblomning
"19,2",10,<,<,10,J,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000334""  target = ""_blank"">Råbocka</a>","56,2556584351116","12,8304177243101",Hav,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"16,4",10,<,<,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000335""  target = ""_blank"">Västersjön</a>","56,3298768565145","12,9996358136925",Sjö,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen uppgift
"18,5",10,=,<,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000338""  target = ""_blank"">Vejbystrand N</a>","56,3155588861106","12,7625405567398",Hav,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"18,5",10,=,<,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000338""  target = ""_blank"">Vejbystrand N</a>","56,3155588861106","12,7625405567398",Hav,2021-06-07 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"20,1",10,<,<,10,J,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000339""  target = ""_blank"">Vejbystrand S</a>","56,309701801934","12,7618751675327",Hav,2021-06-21 00:00:00,Mulet,Tjänligt,Ingen blomning
"18,5",10,<,<,10,J,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000339""  target = ""_blank"">Vejbystrand S</a>","56,309701801934","12,7618751675327",Hav,2021-06-07 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"17,4",10,<,<,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000340""  target = ""_blank"">Magnarp</a>","56,2962851741793","12,790091406912",Hav,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"17,4",10,<,<,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000341""  target = ""_blank"">Skepparkroken</a>","56,2868510274987","12,8160378340392",Hav,2021-06-07 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"17,5",10,<,<,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000000342""  target = ""_blank"">Lingvallen</a>","56,282627290595","12,8271908418268",Hav,2021-06-07 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
20,10,=,<,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000005435""  target = ""_blank"">Klitterhus</a>","56,2643831761751","12,8352886163401",Hav,2021-06-21 00:00:00,Mulet,Tjänligt,Ingen blomning
"18,2",10,<,=,10,N,Skåne,Ängelholm,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441292000005435""  target = ""_blank"">Klitterhus</a>","56,2643831761751","12,8352886163401",Hav,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"13,6",18,=,<,10,N,Skåne,Örkelljunga,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441257000000430""  target = ""_blank"">Fedingesjöns badplats</a>","56,3761075948931","13,4695064906012",Sjö,2021-05-25 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
14,4,=,<,10,N,Skåne,Örkelljunga,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441257000000431""  target = ""_blank"">Hultasjöns badplats</a>","56,3307911997472","13,3833363222542",Sjö,2021-05-25 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"13,5",46,=,<,10,N,Skåne,Örkelljunga,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441257000000432""  target = ""_blank"">Vemmentorpssjöns badplats</a>","56,335985393121","13,3280165855407",Sjö,2021-05-25 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"13,5",1,=,<,10,N,Skåne,Örkelljunga,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441257000000433""  target = ""_blank"">Åsljungasjöns badplats</a>","56,3025633710288","13,364116777366",Sjö,2021-05-25 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"13,9",1,=,<,10,N,Skåne,Örkelljunga,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441257000000434""  target = ""_blank"">Hjälmsjön,Mammas vik</a>","56,2797395548165","13,3009724808707",Sjö,2021-05-25 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"13,2",185,=,<,10,N,Skåne,Örkelljunga,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441257000004734""  target = ""_blank"">Värsjö badplats</a>","56,3213799179663","13,4889364249514",Sjö,2021-05-25 00:00:00,Viss molnighet,Tjänligt m. Anm.,Ingen blomning
"21,7",2,=,<,1,N,Skåne,Östra Göinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441256000000287""  target = ""_blank"">Rolstorpssjön, Gummarp</a>","56,3177343407721","14,2476472964696",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"20,3",5,=,=,3,N,Skåne,Östra Göinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441256000000288""  target = ""_blank"">Immeln</a>","56,2080037497971","14,2501683593501",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"20,3",1,<,<,1,N,Skåne,Östra Göinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441256000000289""  target = ""_blank"">Breanäs, Immeln</a>","56,2774589648777","14,3028890312323",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"21,4",1,<,<,1,N,Skåne,Östra Göinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441256000000291""  target = ""_blank"">Tydingesjön, Sjöhagen</a>","56,2745742960017","14,0059412462758",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"21,3",9,=,=,7,N,Skåne,Östra Göinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0441256000000292""  target = ""_blank"">Tydingen</a>","56,2547196426427","14,0305945046822",Sjö,2021-06-09 00:00:00,Klart,Tjänligt,Ingen blomning
"16,7",22,=,=,3,J,Stockholm,Botkyrka,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110127000001375""  target = ""_blank"">Mälaren, Slagstabadet</a>","59,2587920929012","17,8476553052365",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,8",10,=,=,1,N,Stockholm,Botkyrka,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110127000001387""  target = ""_blank"">Tullingesjön, Stendalsbadet</a>","59,2228450073108","17,8779144282015",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,7",10,=,=,2,N,Stockholm,Botkyrka,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110127000001391""  target = ""_blank"">Getaren, Lidabadet</a>","59,1612691232367","17,8820577965698",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,7",9,=,=,2,N,Stockholm,Botkyrka,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110127000001394""  target = ""_blank"">Brosjön, Brotorpsbadet</a>","59,1730195354329","17,7909387493374",Sjö,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"18,8",6,=,<,1,N,Stockholm,Botkyrka,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110127000001410""  target = ""_blank"">Järnafjärden, Getryggen</a>","59,0973946700783","17,6835959096924",Hav,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,2",5,=,=,1,J,Stockholm,Botkyrka,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110127000001414""  target = ""_blank"">Himmerfjärden, Sandviken</a>","59,0567544992194","17,6996808791337",Hav,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
15,100,=,=,4,N,Stockholm,Danderyd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110162000001090""  target = ""_blank"">Ösbysjön</a>","59,4025113538901","18,0631855850657",Sjö,2021-05-31 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
15,5,=,=,2,N,Stockholm,Danderyd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110162000001091""  target = ""_blank"">Rösjön</a>","59,4393162606898","18,0012168838278",Sjö,2021-05-31 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
15,7,=,<,1,N,Stockholm,Danderyd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110162000001093""  target = ""_blank"">Värtan, Svanholmen</a>","59,3795200252516","18,0824771361182",Hav,2021-05-31 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
15,20,=,=,41,N,Stockholm,Danderyd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110162000001113""  target = ""_blank"">Edsviken, Sätra bryggor</a>","59,4167891910379","17,9983841204883",Hav,2021-05-31 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
15,1,=,=,8,N,Stockholm,Danderyd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110162000002332""  target = ""_blank"">Värtan, Germaniaviken</a>","59,4005106325393","18,1006679388091",Hav,2021-05-31 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
15,12,=,=,3,N,Stockholm,Danderyd,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110162000004210""  target = ""_blank"">Edsviken, Kevinge Strand</a>","59,3960547452487","18,0186312812421",Hav,2021-05-31 00:00:00,Ingen uppgift,Tjänligt,Ingen blomning
19,178,=,=,40,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000962""  target = ""_blank"">Södran</a>","59,2683288489407","17,7824493557759",Sjö,2021-06-14 00:00:00,Klart,Tjänligt m. Anm.,Ingen blomning
18,12,=,<,10,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000962""  target = ""_blank"">Södran</a>","59,2683288489407","17,7824493557759",Sjö,2021-06-04 00:00:00,Klart,Tjänligt,Ingen blomning
18,2,=,<,10,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000963""  target = ""_blank"">Lundhagen</a>","59,2684295142215","17,8052576997866",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
16,1,<,<,10,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000963""  target = ""_blank"">Lundhagen</a>","59,2684295142215","17,8052576997866",Sjö,2021-06-04 00:00:00,Klart,Tjänligt,Ingen blomning
20,5,=,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000964""  target = ""_blank"">Närlunda/Skäludden</a>","59,294754098762","17,7866148310501",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
18,4,=,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000964""  target = ""_blank"">Närlunda/Skäludden</a>","59,294754098762","17,7866148310501",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
18,11,=,=,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000965""  target = ""_blank"">Mörby</a>","59,330376708452","17,7763871851119",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
16,2,=,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000965""  target = ""_blank"">Mörby</a>","59,330376708452","17,7763871851119",Sjö,2021-06-04 00:00:00,Klart,Tjänligt,Ingen blomning
18,1,<,<,10,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000966""  target = ""_blank"">Stockby</a>","59,3318386534499","17,6771858268231",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
18,1,=,<,10,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000966""  target = ""_blank"">Stockby</a>","59,3318386534499","17,6771858268231",Sjö,2021-06-04 00:00:00,Klart,Tjänligt,Ingen blomning
19,3,=,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000968""  target = ""_blank"">Karlskär</a>","59,4186545898272","17,6652374056028",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
20,7,=,=,30,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000968""  target = ""_blank"">Karlskär</a>","59,4186545898272","17,6652374056028",Sjö,2021-06-04 00:00:00,Klart,Tjänligt,Ingen blomning
20,3,=,=,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000969""  target = ""_blank"">Kungsberga</a>","59,4035362998652","17,6230267136561",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
17,32,=,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000000969""  target = ""_blank"">Kungsberga</a>","59,4035362998652","17,6230267136561",Sjö,2021-06-04 00:00:00,Klart,Tjänligt,Ingen blomning
18,3,=,=,30,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000004300""  target = ""_blank"">Kärsögården</a>","59,3228594756092","17,9180829849558",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
18,10,=,=,30,J,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000004300""  target = ""_blank"">Kärsögården</a>","59,3228594756092","17,9180829849558",Sjö,2021-06-04 00:00:00,Klart,Tjänligt,Ingen blomning
20,1,<,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000005355""  target = ""_blank"">Skäluddens Brygga</a>",0,0,Hav,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
18,24,=,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000005597""  target = ""_blank"">Adelsö Badplats</a>","59,3635963700877","17,5340915694875",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
18,1,=,<,10,N,Stockholm,Ekerö,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110125000005597""  target = ""_blank"">Adelsö Badplats</a>","59,3635963700877","17,5340915694875",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
16,17,<,<,30,J,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002138""  target = ""_blank"">Drevviken, Vendelsö Gård</a>","59,2080281668169","18,1922089817215",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
18,1,<,<,10,J,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002138""  target = ""_blank"">Drevviken, Vendelsö Gård</a>","59,2080281668169","18,1922089817215",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
17,38,<,<,30,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002139""  target = ""_blank"">Drevviken, Dalen</a>","59,2046487328467","18,1805917495467",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
18,5,<,<,10,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002139""  target = ""_blank"">Drevviken, Dalen</a>","59,2046487328467","18,1805917495467",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
13,1,<,=,10,J,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002142""  target = ""_blank"">Gålö, Skälåker</a>","59,0982499095097","18,3224778713461",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
21,17,<,<,30,J,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002143""  target = ""_blank"">Övre Rudan</a>","59,1664547529199","18,1324685739357",Sjö,2021-06-18 00:00:00,Klart,Tjänligt,Ingen blomning
18,308,<,<,50,J,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002143""  target = ""_blank"">Övre Rudan</a>","59,1664547529199","18,1324685739357",Sjö,2021-06-15 00:00:00,Klart,Tjänligt m. Anm.,Ingen blomning
19,20,<,<,10,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002144""  target = ""_blank"">Ramsjön</a>","59,1786701491967","18,2015348081975",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
15,6,<,<,10,J,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002145""  target = ""_blank"">Årsta Havsbad</a>","59,0810788539296","18,1657660785468",Hav,2021-06-18 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
16,4,<,<,10,J,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002146""  target = ""_blank"">Östnora</a>","59,0514363358566","18,0601904666706",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
15,6,<,<,10,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002148""  target = ""_blank"">Björkholmen, Muskö</a>","58,9955964421032","18,1452941927826",Hav,2021-06-15 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
16,2,<,<,20,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000002148""  target = ""_blank"">Björkholmen, Muskö</a>","58,9955964421032","18,1452941927826",Hav,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
16,9,<,<,10,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000004343""  target = ""_blank"">Drevviken, Norrby holme</a>","59,2004170433959","18,1564876404846",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
18,5,<,<,10,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000004343""  target = ""_blank"">Drevviken, Norrby holme</a>","59,2004170433959","18,1564876404846",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
19,20,<,<,10,N,Stockholm,Haninge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110136000004380""  target = ""_blank"">Nedre Rudan</a>","59,1617666204538","18,1284777585323",Sjö,2021-06-15 00:00:00,Klart,Tjänligt,Ingen blomning
"24,5",8,=,<,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002117""  target = ""_blank"">Drevviken, Stortorpsbadet</a>","59,2390433074539","18,1409175364542",Sjö,2021-06-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
23,1,<,<,1,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002117""  target = ""_blank"">Drevviken, Stortorpsbadet</a>","59,2390433074539","18,1409175364542",Sjö,2021-06-07 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"16,8",12,=,<,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002117""  target = ""_blank"">Drevviken, Stortorpsbadet</a>","59,2390433074539","18,1409175364542",Sjö,2021-06-01 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"22,3",3,=,=,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002119""  target = ""_blank"">Drevviken, Lännabadet/Borgardalsbadet</a>","59,2033156274619","18,1551110665675",Sjö,2021-06-21 00:00:00,Klart,Tjänligt,Ingen blomning
"22,2",30,=,=,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002119""  target = ""_blank"">Drevviken, Lännabadet/Borgardalsbadet</a>","59,2033156274619","18,1551110665675",Sjö,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"15,5",31,=,=,110,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002119""  target = ""_blank"">Drevviken, Lännabadet/Borgardalsbadet</a>","59,2033156274619","18,1551110665675",Sjö,2021-06-01 00:00:00,Viss molnighet,Tjänligt m. Anm.,Ingen blomning
"24,3",72,=,<,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002120""  target = ""_blank"">Drevviken, Mörtviksbadet</a>","59,2183253804677","18,16928023053",Sjö,2021-06-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"19,4",5,=,=,5,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002120""  target = ""_blank"">Drevviken, Mörtviksbadet</a>","59,2183253804677","18,16928023053",Sjö,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"15,8",20,=,=,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002120""  target = ""_blank"">Drevviken, Mörtviksbadet</a>","59,2183253804677","18,16928023053",Sjö,2021-06-01 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"23,1",7,=,<,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002121""  target = ""_blank"">Drevviken, Sjöängen</a>","59,235156088052","18,157300769197",Sjö,2021-06-21 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"21,8",2,=,=,4,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002121""  target = ""_blank"">Drevviken, Sjöängen</a>","59,235156088052","18,157300769197",Sjö,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"15,7",5,=,<,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002121""  target = ""_blank"">Drevviken, Sjöängen</a>","59,235156088052","18,157300769197",Sjö,2021-06-01 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
23,36,=,<,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002122""  target = ""_blank"">Drevviken, Badudden</a>","59,2124000120947","18,1741246809816",Sjö,2021-06-21 00:00:00,Klart,Tjänligt,Ingen blomning
"22,2",50,=,=,30,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002122""  target = ""_blank"">Drevviken, Badudden</a>","59,2124000120947","18,1741246809816",Sjö,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"14,4",20,=,=,30,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002122""  target = ""_blank"">Drevviken, Badudden</a>","59,2124000120947","18,1741246809816",Sjö,2021-06-01 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"24,3",37,=,=,20,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002123""  target = ""_blank"">Kvarnsjön, Nyboviksbadet</a>","59,1916740754512","17,9722859653687",Sjö,2021-06-24 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
"22,6",70,=,=,20,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002123""  target = ""_blank"">Kvarnsjön, Nyboviksbadet</a>","59,1916740754512","17,9722859653687",Sjö,2021-06-07 00:00:00,Mulet,Tjänligt,Ingen blomning
"15,5",10,=,<,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002123""  target = ""_blank"">Kvarnsjön, Nyboviksbadet</a>","59,1916740754512","17,9722859653687",Sjö,2021-06-01 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
21,18,=,=,10,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002124""  target = ""_blank"">Orlången, Sundby Gård</a>","59,2002525623884","18,0227227581841",Sjö,2021-06-08 00:00:00,Viss molnighet,Tjänligt,Ingen blomning
19,727,=,=,350,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002125""  target = ""_blank"">Magelungen, Ågesta Gård</a>","59,2258571012016","18,0997195961814",Sjö,2021-06-21 00:00:00,Klart,Otjänligt,Ingen blomning
19,27,=,=,40,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002125""  target = ""_blank"">Magelungen, Ågesta Gård</a>","59,2258571012016","18,0997195961814",Sjö,2021-06-14 00:00:00,Klart,Tjänligt,Ingen blomning
12,110,=,=,30,N,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002125""  target = ""_blank"">Magelungen, Ågesta Gård</a>","59,2258571012016","18,0997195961814",Sjö,2021-06-07 00:00:00,Klart,Tjänligt m. Anm.,Ingen blomning
17,43,=,<,10,J,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002126""  target = ""_blank"">Vårbyfjärden, Vårbybadet</a>","59,257858999434","17,8782862839313",Sjö,2021-06-21 00:00:00,Klart,Tjänligt,Ingen blomning
"18,8",7,=,=,6,J,Stockholm,Huddinge,"<a href = ""https://badplatsen.havochvatten.se/badplatsen/karta/#/bath/SE0110126000002126""  target = ""_blank"">Vårbyfjärden, Vårbybadet</a>","59,257858999434","17,8782862839313",Sjö,2021-06-07 00:00:00,Klart,Tjänligt,Ingen blomning
